strategy_name,family,config_hash,correlation_with_champion_daily_returns,combined_total_net_pnl,combined_final_equity,combined_total_return,combined_cagr_like,combined_max_drawdown_twd,combined_max_drawdown_pct,combined_daily_sharpe_like,combined_improves_cagr,combined_improves_drawdown,diversification_score
closed_limit_up_day1_open_to_close_fcf4c377,closed_limit_up_day1_open_to_close,8da8697db26e,0.15694725558939762,-22590.123385565355,1977409.8766144346,-0.011295061692782715,-0.004625022590249328,-445204.31640313705,-0.19563077323238118,-0.00069999209633638,False,False,0.8430527444106024
closed_limit_up_day1_open_to_close_7bef0c1b,closed_limit_up_day1_open_to_close,2ddf43d2197f,0.15855166791750883,-61306.81099690986,1938693.1890030901,-0.030653405498454966,-0.012625041409780935,-435820.24265932385,-0.1932265527327516,-0.09777399543413683,False,False,0.8414483320824911
closed_limit_up_day1_open_to_close_a7e6e29b,closed_limit_up_day1_open_to_close,4fc01136b90e,-0.007764631674512639,396733.7379182037,2396733.7379182037,0.19836686895910183,0.07664502688583008,-199968.37164703384,-0.07969420980031068,1.1803308298711797,False,False,1.0077646316745126
closed_limit_up_day1_open_to_close_8418b0fd,closed_limit_up_day1_open_to_close,2942b93bee02,-0.011668379669732378,409063.3560257498,2409063.35602575,0.20453167801287497,0.07890191309515315,-190584.50899894862,-0.07635417907374727,1.2200297892582517,False,False,1.0116683796697323
closed_limit_up_day1_open_to_close_92a4afbf,closed_limit_up_day1_open_to_close,10a8038c342c,0.08243474007639026,-473124.2364385624,1526875.7635614376,-0.2365621182192812,-0.10419542349112831,-727284.0529719018,-0.3479260632749945,-0.9859533293065279,False,False,0.9175652599236097
closed_limit_up_day1_open_to_close_dfd0d8f7,closed_limit_up_day1_open_to_close,f04c6e12c24b,0.07184740031883124,-487029.98422148987,1512970.0157785101,-0.2435149921107449,-0.10753016135751214,-743274.9210668511,-0.3561838024162569,-1.037431872437913,False,False,0.9281525996811688
closed_limit_up_day1_open_to_close_f0e874de,closed_limit_up_day1_open_to_close,5579b6ed7257,0.061451873344776864,-333789.13487018994,1666210.86512981,-0.166894567435095,-0.07173124895174321,-431476.958757018,-0.20620649639654814,-0.7848953740744262,False,False,0.9385481266552231
closed_limit_up_day1_open_to_close_7329c4df,closed_limit_up_day1_open_to_close,a2a8f5ffaba6,0.057337349333145375,-340577.2307163675,1659422.7692836325,-0.17028861535818374,-0.07327472109629551,-523779.762791147,-0.2473134556811449,-0.7911386081343257,False,False,0.9426626506668546
failed_limit_up_day1_reversal_67832480,failed_limit_up_day1_reversal,c3c3a45cf822,-0.0035120719025308242,1807775.8875921732,3807775.887592173,0.9038879437960865,0.30053428281466155,-55787.99438503478,-0.014780521169811546,5.892488183934522,False,True,1.0118661348073381
failed_limit_up_day1_reversal_c1267f8b,failed_limit_up_day1_reversal,b09cfdfc042f,-0.0035120719025309253,1807775.8875921709,3807775.887592171,0.9038879437960854,0.3005342828146613,-55787.99438503478,-0.014780521169811559,5.89248818393452,False,True,1.0118661348073383
failed_limit_up_day1_reversal_9fdb722c,failed_limit_up_day1_reversal,32289e6bf18a,-0.015382068629465007,1938480.1227092901,3938480.12270929,0.969240061354645,0.3185707833354061,-62938.141568589024,-0.015813939603959964,7.2103188887966105,False,True,1.022702713100124
failed_limit_up_day1_reversal_ee2a3988,failed_limit_up_day1_reversal,3f9b23c0f5ef,-0.015382068629464863,1938480.1227092883,3938480.1227092883,0.9692400613546441,0.3185707833354059,-62938.14156858856,-0.015813939603959857,7.210318888796606,False,True,1.0227027131001238
failed_limit_up_day1_reversal_073e9508,failed_limit_up_day1_reversal,6508e4bcf23e,0.07554963586160605,1204288.3110288014,3204288.3110288014,0.6021441555144007,0.2121010660042162,-102821.51633371832,-0.03335454530525156,3.0693393498516017,False,False,0.924450364138394
failed_limit_up_day1_reversal_8a610740,failed_limit_up_day1_reversal,4f56fdf8974e,0.07550016338138771,1174037.2691531526,3174037.2691531526,0.5870186345765762,0.20741797496645487,-102913.28713857988,-0.03339711140198631,3.025175134737662,False,False,0.9244998366186123
failed_limit_up_day1_reversal_c5b405b2,failed_limit_up_day1_reversal,729c4bf36f5a,0.028116312789930292,1230154.441669437,3230154.441669437,0.6150772208347186,0.21608462781738624,-128551.26068954915,-0.039825651837582514,4.033629231327456,False,False,0.9718836872100697
failed_limit_up_day1_reversal_31cce742,failed_limit_up_day1_reversal,a4daa57f5c69,0.025350741712123342,1223839.7867892152,3223839.786789215,0.6119198933946075,0.21511387475028076,-127975.06403151294,-0.0395613714454347,4.01651761271523,False,False,0.9746492582878766
