section,symbol,name,sector,industry,trades,avg_net_return,median_net_return,win_rate,profit_factor,total_net_pnl,max_drawdown,first_trade_date,last_trade_date,active_quarters,max_trades_single_quarter,trade_share,pnl_share,symbols,net_pnl,top_1_symbol_trade_share,top_5_symbol_trade_share,top_10_symbol_trade_share,top_20_symbol_trade_share,top_1_symbol_pnl_share,top_5_symbol_pnl_share,top_10_symbol_pnl_share,top_20_symbol_pnl_share,hhi_by_symbol_trades,hhi_by_symbol_pnl,symbol_hotness_bucket,scenario
cooldown_tests,,,,,1084,0.01920180635410815,0.015502254781484658,0.716789667896679,5.264478312517495,5542570.977,-80918.87399999984,,,,,0.5790598290598291,0.5836333155355974,,,,,,,,,,,,,,cooldown_60_trading_days
cooldown_tests,,,,,1485,0.018939249025395493,0.015278454263565892,0.7212121212121212,5.217194834843448,7560989.1504999995,-126491.78665000014,,,,,0.7932692307692307,0.796172964666934,,,,,,,,,,,,,,max_1_trade_per_symbol_per_month
cooldown_tests,,,,,1696,0.018898871284884117,0.015290573544339,0.7281839622641509,5.2655811039131235,8606194.266999999,-104943.997849999,,,,,0.905982905982906,0.9062331750077758,,,,,,,,,,,,,,max_2_trades_per_symbol_per_quarter
remove_top_tests,,,,,1872,0.018918418628996934,0.015530591836734694,0.7350427350427351,5.316511196630085,9496666.5361,-141139.60435000062,,,,,1.0,1.0,,,,,,,,,,,,,,trade_all
remove_top_tests,,,,,1862,0.0188285131075564,0.015530591836734694,0.734156820622986,5.274451730414042,9395880.357549999,-141139.60435000062,,,,,0.9946581196581197,0.9893872046399776,,,,,,,,,,,,,,remove_top_1_symbol_by_pnl
remove_top_tests,,,,,1824,0.01844954869987038,0.015308626433810039,0.7302631578947368,5.145533411636807,9035001.8593,-141139.60435000062,,,,,0.9743589743589743,0.9513866602512515,,,,,,,,,,,,,,remove_top_5_symbols_by_pnl
remove_top_tests,,,,,1776,0.01811253929269588,0.01508792938405797,0.7269144144144144,4.991673936251948,8620194.75075,-141139.60435000062,,,,,0.9487179487179487,0.9077074274411723,,,,,,,,,,,,,,remove_top_10_symbols_by_pnl
remove_top_tests,,,,,1693,0.01745519551314753,0.014590827250608273,0.7188422917897224,4.711228529813762,7906952.4924,-141139.6043499997,,,,,0.9043803418803419,0.8326029414998446,,,,,,,,,,,,,,remove_top_20_symbols_by_pnl
remove_top_tests,,,,,1858,0.018798677873325054,0.015447955284552844,0.7335844994617868,5.273260484024027,9400575.1464,-141139.60435000062,,,,,0.9925213675213675,0.9898815664070415,,,,,,,,,,,,,,remove_top_1_symbol_by_trade_count
remove_top_tests,,,,,1808,0.01872276341703731,0.01538606120699591,0.7300884955752213,5.175576416432209,9130485.44085,-141139.60435000062,,,,,0.9658119658119658,0.961441091581133,,,,,,,,,,,,,,remove_top_5_symbols_by_trade_count
remove_top_tests,,,,,1755,0.01859420298011592,0.015340900466562985,0.7270655270655271,5.06708394338615,8789941.539949998,-141139.60435000062,,,,,0.9375,0.9255817824640358,,,,,,,,,,,,,,remove_top_10_symbols_by_trade_count
